start_ip,end_ip,join_key,size,domain
109.109.134.230,109.109.134.230,109.109.0.0,1,rs522-realsender.com
105.22.72.57,105.22.72.58,105.22.0.0,2,seacomnet.com
109.204.114.80,109.204.114.91,109.204.0.0,12,mops2.co.uk
103.234.80.7,103.234.80.7,103.234.0.0,1,ibonmobile.tw
1.112.33.27,1.112.33.27,1.112.0.0,1,bbtec.net
104.207.230.156,104.207.230.159,104.207.0.0,4,nexcess.net
104.223.40.128,104.223.40.161,104.223.0.0,34,quadranet.com
1.115.87.70,1.115.87.71,1.115.0.0,2,bbtec.net
108.169.131.246,108.169.131.246,108.169.0.0,1,chtrse.com
100.6.40.1,100.6.40.1,100.6.0.0,1,verizon-gni.net
107.20.191.245,107.20.191.245,107.20.0.0,1,zombiemisfits.com
111.191.18.144,111.191.18.144,111.191.0.0,1,bbtec.net
106.75.90.195,106.75.90.195,106.75.0.0,1,mailmarketingworldgroup.live
103.82.240.86,103.82.240.86,103.82.0.0,1,limaintisinergi.com
1.115.255.8,1.115.255.8,1.115.0.0,1,bbtec.net
109.123.95.244,109.123.95.244,109.123.0.0,1,tnw.at
100.41.229.179,100.41.229.181,100.41.0.0,3,verizon-gni.net
104.219.253.250,104.219.253.251,104.219.0.0,2,musl.com
107.129.219.50,107.129.219.50,107.129.0.0,1,hsc-lr.com
112.78.119.183,112.78.119.183,112.78.0.0,1,erp-fujisawatiansuo.com
104.131.3.135,104.131.3.135,104.131.0.0,1,cloudwaysapps.com
104.1.122.46,104.1.122.176,104.1.0.0,131,sbcglobal.net
110.142.58.177,110.142.58.179,110.142.0.0,3,telstra.net
1.113.30.221,1.113.30.222,1.113.0.0,2,bbtec.net
108.167.184.132,108.167.184.132,108.167.0.0,1,tdw.org
103.237.104.49,103.237.104.49,103.237.0.0,1,safetyculture.com
110.35.82.238,110.35.82.255,110.35.0.0,18,napinfo.net
110.142.208.227,110.142.208.227,110.142.0.0,1,telstra.net
105.29.69.105,105.29.69.105,105.29.0.0,1,masc-ex.co.za
109.0.130.178,109.0.130.178,109.0.0.0,1,convertel.fr
100.40.49.2,100.40.49.254,100.40.0.0,253,verizon.net
1.115.6.118,1.115.6.122,1.115.0.0,5,bbtec.net
109.200.17.73,109.200.17.74,109.200.0.0,2,redstation.co.uk
103.148.29.8,103.148.29.11,103.148.0.0,4,dewatanet.co.id
104.225.232.0,104.225.232.38,104.225.0.0,39,16clouds.com
101.187.253.152,101.187.253.154,101.187.0.0,3,telstra.net
1.112.53.103,1.112.53.111,1.112.0.0,9,bbtec.net
107.151.133.227,107.151.133.230,107.151.0.0,4,creepyvisitor.com
109.168.34.6,109.168.34.6,109.168.0.0,1,lattetrento.it
1.244.193.133,1.244.193.133,1.244.0.0,1,kcgenuine.com
108.161.137.107,108.161.137.107,108.161.0.0,1,xzwq.com
108.168.200.50,108.168.200.50,108.168.0.0,1,networklayer.com
109.203.115.15,109.203.115.15,109.203.0.0,1,whukhost.com
108.178.213.34,108.178.213.34,108.178.0.0,1,amiinvestment.com
104.245.209.103,104.245.209.103,104.245.0.0,1,
107.191.116.66,107.191.116.66,107.191.0.0,1,microbiff.org
103.236.193.106,103.236.193.106,103.236.0.0,1,103-106.in-addr.arpa
109.117.138.232,109.117.138.235,109.117.0.0,4,vodafone.it
1.114.249.46,1.114.249.58,1.114.0.0,13,bbtec.net
107.6.11.113,107.6.11.114,107.6.0.0,2,foresttrees.us
102.141.136.51,102.141.136.51,102.141.0.0,1,102-141-136-51.in-addr.arpa
107.51.78.142,107.51.79.192,107.51.0.0,307,spcsdns.net
104.161.79.156,104.161.79.156,104.161.0.0,1,pcstar1.com
109.237.211.31,109.237.211.31,109.237.0.0,1,mihos.net
109.237.220.234,109.237.220.234,109.237.0.0,1,office-extensions-dns.nl
109.159.135.143,109.159.135.143,109.159.0.0,1,bt.net
107.0.86.253,107.0.86.253,107.0.0.0,1,comcast.net
109.254.247.23,109.254.247.23,109.254.0.0,1,dec.net.ua
103.76.41.169,103.76.41.169,103.76.0.0,1,datamossa.cloud
104.238.166.201,104.238.166.201,104.238.0.0,1,vultr.com
108.21.181.1,108.21.181.1,108.21.0.0,1,verizon-gni.net
104.130.70.14,104.130.70.14,104.130.0.0,1,priceblink.com
1.112.139.4,1.112.139.5,1.112.0.0,2,bbtec.net
109.133.216.129,109.133.216.142,109.133.0.0,14,belgacom.be
107.14.18.197,107.14.18.197,107.14.0.0,1,rr.com
111.100.174.1,111.100.174.254,111.100.0.0,254,dion.ne.jp
109.236.64.134,109.236.64.134,109.236.0.0,1,nvdh.ru
104.193.110.83,104.193.110.83,104.193.0.0,1,theserversites.com
112.213.34.155,112.213.34.155,112.213.0.0,1,paulussujono.com
111.87.78.130,111.87.78.132,111.87.0.0,3,nichirenlibrary.org
104.152.108.108,104.152.108.108,104.152.0.0,1,inmotionhosting.com
103.19.36.1,103.19.36.254,103.19.0.0,254,nrbglobalbank.com
108.28.254.2,108.28.254.254,108.28.0.0,253,verizon.net
101.99.77.31,101.99.77.31,101.99.0.0,1,awedns.com
111.190.148.249,111.190.148.250,111.190.0.0,2,bbtec.net
104.37.188.59,104.37.188.59,104.37.0.0,1,vidamina.global
1.114.89.131,1.114.89.132,1.114.0.0,2,bbtec.net
104.144.247.251,104.144.247.254,104.144.0.0,4,hothouseweb.com
110.142.81.156,110.142.81.157,110.142.0.0,2,telstra.net
103.16.131.112,103.16.131.112,103.16.0.0,1,c0re.io
104.200.137.215,104.200.137.215,104.200.0.0,1,checkmail.ml
109.99.191.7,109.99.191.7,109.99.0.0,1,donalam.ro
108.163.141.89,108.163.141.89,108.163.0.0,1,canfone.com
102.141.184.92,102.141.184.92,102.141.0.0,1,102-141-184-92.in-addr.arpa
109.95.110.215,109.95.111.255,109.95.0.0,297,109.in-addr.arpa
109.67.198.1,109.67.198.254,109.67.0.0,254,bezeqint.net
104.248.15.119,104.248.15.119,104.248.0.0,1,wtbw.online
113.11.36.144,113.11.36.144,113.11.0.0,1,113-11-36-144-smile.com.bd
103.254.12.139,103.254.12.139,103.254.0.0,1,eureka.com.vn
104.232.21.243,104.232.21.243,104.232.0.0,1,asm.org
103.235.14.128,103.235.14.128,103.235.0.0,1,
103.53.197.176,103.53.197.176,103.53.0.0,1,dewaweb.com
103.5.85.106,103.5.85.106,103.5.0.0,1,85-106.com
104.140.224.143,104.140.224.143,104.140.0.0,1,classy-finances.com
104.131.227.140,104.131.227.140,104.131.0.0,1,amazingdiscoveries.org
111.190.254.108,111.190.254.109,111.190.0.0,2,bbtec.net
103.54.148.130,103.54.148.130,103.54.0.0,1,130-megaspeednet.com
101.100.238.136,101.100.238.136,101.100.0.0,1,101.in-addr.arpa
103.231.124.80,103.231.124.135,103.231.0.0,56,ctrls.in
108.167.187.47,108.167.187.47,108.167.0.0,1,jostojoo.co.uk
110.74.170.121,110.74.170.121,110.74.0.0,1,aims.my
109.168.249.130,109.168.249.130,109.168.0.0,1,stavropol.ru
108.61.245.177,108.61.245.195,108.61.0.0,19,vultr.com
109.195.236.103,109.195.238.19,109.195.0.0,429,ertelecom.ru
110.142.119.28,110.142.119.29,110.142.0.0,2,telstra.net
109.73.156.1,109.73.156.5,109.73.0.0,5,grazkom.at
109.237.221.229,109.237.221.229,109.237.0.0,1,chef99.nl
103.86.50.24,103.86.50.24,103.86.0.0,1,jaideawvps.com
107.191.100.116,107.191.100.116,107.191.0.0,1,eugenewebhosting.net
111.188.235.53,111.188.235.53,111.188.0.0,1,bbtec.net
106.140.200.1,106.140.200.254,106.140.0.0,254,au-net.ne.jp
104.219.249.90,104.219.249.90,104.219.0.0,1,sslcertificate.com
103.58.160.42,103.58.160.42,103.58.0.0,1,vnt.co.id
111.90.149.19,111.90.149.19,111.90.0.0,1,ip-asia.com
103.198.144.41,103.198.144.42,103.198.0.0,2,bgp.net
111.191.4.158,111.191.4.162,111.191.0.0,5,bbtec.net
104.233.137.252,104.233.137.252,104.233.0.0,1,yjei.cn
105.229.26.1,105.229.26.255,105.229.0.0,255,telkomsa.net
106.130.238.1,106.130.238.254,106.130.0.0,254,au-net.ne.jp
107.1.82.76,107.1.82.76,107.1.0.0,1,unitecelectronics.com
100.26.71.40,100.26.71.40,100.26.0.0,1,largotechnical.com
111.191.214.28,111.191.214.28,111.191.0.0,1,bbtec.net
104.131.176.176,104.131.176.176,104.131.0.0,1,apprabbit.com
109.203.99.41,109.203.99.41,109.203.0.0,1,devonhosting.co.uk
109.205.182.95,109.205.182.107,109.205.0.0,13,contaboserver.net
1.114.62.63,1.114.62.68,1.114.0.0,6,bbtec.net
100.7.83.1,100.7.83.1,100.7.0.0,1,verizon-gni.net
103.155.84.195,103.155.84.195,103.155.0.0,1,ukerob.com
111.65.231.58,111.65.231.58,111.65.0.0,1,isx.net.nz
108.161.193.235,108.161.193.236,108.161.0.0,2,mindstreamsonlineed.com
104.178.79.1,104.178.79.232,104.178.0.0,232,sbcglobal.net
109.200.25.63,109.200.25.64,109.200.0.0,2,redstation.net.uk
109.233.125.196,109.233.125.196,109.233.0.0,1,ccws.it
103.129.99.105,103.129.99.105,103.129.0.0,1,aismkparty.com
110.145.17.120,110.145.17.121,110.145.0.0,2,telstra.net
111.190.15.154,111.190.15.157,111.190.0.0,4,bbtec.net
101.178.135.23,101.178.135.23,101.178.0.0,1,hamiltonisland.com.au
108.178.16.236,108.178.16.243,108.178.0.0,8,singlehop.net
104.223.244.173,104.223.244.173,104.223.0.0,1,nkojjh.rest
111.190.128.101,111.190.128.102,111.190.0.0,2,bbtec.net
1.113.99.220,1.113.99.224,1.113.0.0,5,bbtec.net
1.112.56.232,1.112.56.237,1.112.0.0,6,bbtec.net
111.189.243.197,111.189.243.200,111.189.0.0,4,bbtec.net
108.161.136.206,108.161.136.206,108.161.0.0,1,fullfamilytree.com
107.23.76.253,107.23.76.253,107.23.0.0,1,vida18.com
109.133.48.120,109.133.48.129,109.133.0.0,10,belgacom.be
103.8.18.12,103.8.18.22,103.8.0.0,11,ubernet.co.nz
104.220.246.92,104.220.246.93,104.220.0.0,2,lmce.net
104.44.234.10,104.44.234.25,104.44.0.0,16,msn.net
103.47.113.82,103.47.113.83,103.47.0.0,2,layerdns.com
109.189.109.1,109.189.109.1,109.189.0.0,1,telenor.net
109.95.158.172,109.95.158.173,109.95.0.0,2,dhosting.com
101.187.139.7,101.187.139.8,101.187.0.0,2,telstra.net
104.223.160.3,104.223.160.3,104.223.0.0,1,openiscsi.com
109.70.4.188,109.70.4.188,109.70.0.0,1,2space.net
104.238.129.186,104.238.129.186,104.238.0.0,1,worthhiggins.com
108.245.121.226,108.245.121.232,108.245.0.0,7,sbcglobal.net
109.169.21.176,109.169.21.176,109.169.0.0,1,baha-car-rent.com
104.161.66.223,104.161.66.223,104.161.0.0,1,pro-learners.com
111.188.151.24,111.188.151.25,111.188.0.0,2,bbtec.net
101.187.147.140,101.187.147.148,101.187.0.0,9,telstra.net
108.168.182.223,108.168.183.75,108.168.0.0,109,sl-reverse.com
104.168.152.227,104.168.152.227,104.168.0.0,1,osvrai.com
111.191.80.169,111.191.80.169,111.191.0.0,1,bbtec.net
103.6.207.185,103.6.207.187,103.6.0.0,3,aksimaya.co.id
104.206.110.88,104.206.110.103,104.206.0.0,16,digitalsfirstmedias.info
109.144.127.139,109.144.127.139,109.144.0.0,1,bt.net
1.115.24.232,1.115.24.232,1.115.0.0,1,bbtec.net
103.158.223.122,103.158.223.122,103.158.0.0,1,yuzuru.de
101.100.186.11,101.100.186.11,101.100.0.0,1,pantropic.com.sg
103.139.62.152,103.139.62.152,103.139.0.0,1,nayapay.com
1.33.174.214,1.33.174.214,1.33.0.0,1,dc-towa.com
108.167.152.198,108.167.152.198,108.167.0.0,1,expcinema.com
103.53.43.239,103.53.43.239,103.53.0.0,1,webhostbox.net
1.114.202.165,1.114.202.166,1.114.0.0,2,bbtec.net
103.253.145.87,103.253.145.87,103.253.0.0,1,pajakku.com
102.141.224.23,102.141.224.23,102.141.0.0,1,aerocom.network
101.187.126.214,101.187.126.215,101.187.0.0,2,telstra.net
107.62.102.123,107.62.102.139,107.62.0.0,17,spcsdns.net
101.187.99.134,101.187.99.135,101.187.0.0,2,telstra.net
113.11.103.173,113.11.103.173,113.11.0.0,1,113-11-103-173-smile.com.bd
109.68.126.129,109.68.126.132,109.68.0.0,4,as8226.net
109.131.142.243,109.131.143.13,109.131.0.0,27,belgacom.be
110.143.13.112,110.143.13.116,110.143.0.0,5,telstra.net
104.238.183.231,104.238.183.238,104.238.0.0,8,vultr.com
1.113.195.222,1.113.195.229,1.113.0.0,8,bbtec.net
1.112.98.251,1.112.99.2,1.112.0.0,8,bbtec.net
104.149.7.4,104.149.7.27,104.149.0.0,24,popularsunglasssale-plc.com
107.191.100.37,107.191.100.37,107.191.0.0,1,finanzierung-angebot.com
111.190.149.120,111.190.149.122,111.190.0.0,3,bbtec.net
103.214.228.1,103.214.228.2,103.214.0.0,2,anw.li
109.213.220.0,109.213.239.255,109.213.0.0,5120,wanadoo.fr
107.25.156.230,107.25.157.20,107.25.0.0,47,spcsdns.net
104.239.249.162,104.239.249.162,104.239.0.0,1,viamente.com
108.17.16.2,108.17.16.6,108.17.0.0,5,verizon.net
104.156.246.0,104.156.246.0,104.156.0.0,1,connect.cw
103.136.42.204,103.136.42.207,103.136.0.0,4,apeironglobal.co
106.172.158.1,106.172.158.254,106.172.0.0,254,dion.ne.jp
110.142.204.154,110.142.204.154,110.142.0.0,1,telstra.net
110.142.65.207,110.142.65.214,110.142.0.0,8,telstra.net
111.67.5.127,111.67.5.128,111.67.0.0,2,info-onscreen.com
110.145.156.201,110.145.156.201,110.145.0.0,1,telstra.net
111.189.150.195,111.189.150.196,111.189.0.0,2,bbtec.net
112.78.35.251,112.78.37.122,112.78.0.0,384,as55666.net
109.117.143.141,109.117.143.142,109.117.0.0,2,vodafonedsl.it
107.195.72.205,107.195.72.206,107.195.0.0,2,dmv.net
103.35.64.26,103.35.64.26,103.35.0.0,1,haorui.com.vn
111.223.113.10,111.223.113.10,111.223.0.0,1,cranes.com.sg
107.178.15.99,107.178.15.254,107.178.0.0,156,nxlink.com
109.90.112.154,109.90.112.154,109.90.0.0,1,xhurst.de
110.44.128.169,110.44.128.169,110.44.0.0,1,secure-server.jp
109.24.64.42,109.24.64.42,109.24.0.0,1,gaoland.net
104.130.111.140,104.130.111.140,104.130.0.0,1,smtp.com
107.189.8.2,107.189.8.2,107.189.0.0,1,mult1.com
101.0.75.152,101.0.75.152,101.0.0.0,1,digitalpacific.com.au
109.169.67.252,109.169.67.252,109.169.0.0,1,hughesserver.com
111.221.45.97,111.221.45.97,111.221.0.0,1,buildingcreativities.com
111.89.201.153,111.89.201.153,111.89.0.0,1,eco-thermal.com
109.123.87.185,109.123.87.190,109.123.0.0,6,applecherry.net
104.248.60.201,104.248.60.201,104.248.0.0,1,dragalabs.com
104.156.255.48,104.156.255.48,104.156.0.0,1,habitos.mx
103.231.43.242,103.231.43.242,103.231.0.0,1,easytripz.com
108.179.254.195,108.179.254.215,108.179.0.0,21,unifiedlayer.com
103.9.113.111,103.9.113.111,103.9.0.0,1,aamratechnologies.com
104.37.114.138,104.37.114.138,104.37.0.0,1,104-37-114-138-wavedirect.net
103.251.21.41,103.251.21.49,103.251.0.0,9,mailntw.info
103.30.1.1,103.30.1.254,103.30.0.0,254,dinustech.net.id
104.245.192.234,104.245.192.242,104.245.0.0,9,teklinks.net
109.248.198.100,109.248.198.100,109.248.0.0,1,100.com
1.115.203.62,1.115.203.63,1.115.0.0,2,bbtec.net
109.190.133.56,109.190.133.56,109.190.0.0,1,oryna.com
111.189.81.206,111.189.81.206,111.189.0.0,1,bbtec.net
107.175.124.152,107.175.124.153,107.175.0.0,2,oneworldinfo.com
103.77.78.94,103.77.78.94,103.77.0.0,1,rackh.co.id
104.251.106.55,104.251.106.55,104.251.0.0,1,srtconnect.com
110.164.195.10,110.164.195.10,110.164.0.0,1,x-tremeservice.co.th
109.230.219.223,109.230.219.223,109.230.0.0,1,xvps.de
104.10.19.82,104.10.19.254,104.10.0.0,173,sbcglobal.net
109.189.98.1,109.189.98.1,109.189.0.0,1,telenor.net
104.131.113.52,104.131.113.52,104.131.0.0,1,amzdatastudio.com
109.144.94.241,109.144.94.241,109.144.0.0,1,bt.net
110.145.157.245,110.145.157.246,110.145.0.0,2,telstra.net
108.61.252.220,108.61.252.224,108.61.0.0,5,vultr.com
111.189.88.3,111.189.88.5,111.189.0.0,3,bbtec.net
109.135.11.211,109.135.11.211,109.135.0.0,1,afscv.be
1.113.19.204,1.113.19.204,1.113.0.0,1,bbtec.net
109.239.58.181,109.239.58.181,109.239.0.0,1,netfinish.de
104.131.72.7,104.131.72.7,104.131.0.0,1,dkgamedev.com
102.141.160.72,102.141.160.72,102.141.0.0,1,102-141-160-72.in-addr.arpa
103.248.248.218,103.248.248.218,103.248.0.0,1,shimaindonesia.co.id
111.191.111.219,111.191.111.219,111.191.0.0,1,bbtec.net
108.186.104.160,108.186.104.160,108.186.0.0,1,caifuvip2.com
109.117.149.168,109.117.149.169,109.117.0.0,2,vodafone.it
1.112.51.95,1.112.51.98,1.112.0.0,4,bbtec.net
109.237.211.82,109.237.211.82,109.237.0.0,1,intelliblox.com
103.94.240.90,103.94.240.91,103.94.0.0,2,budcaffe.com
111.191.40.160,111.191.40.160,111.191.0.0,1,bbtec.net
110.145.10.213,110.145.10.213,110.145.0.0,1,telstra.net
112.175.68.63,112.175.68.63,112.175.0.0,1,coupang.com
113.11.36.156,113.11.36.156,113.11.0.0,1,113-11-36-156-smile.com.bd
107.151.158.35,107.151.158.37,107.151.0.0,3,successfulmitten.com
109.235.66.76,109.235.66.76,109.235.0.0,1,xyz.lt
107.172.42.130,107.172.42.130,107.172.0.0,1,jhcloos.com
109.117.151.179,109.117.151.179,109.117.0.0,1,vodafone.it
109.117.128.125,109.117.128.126,109.117.0.0,2,vodafonedsl.it
108.170.120.252,108.170.121.193,108.170.0.0,198,optonline.net
107.174.240.181,107.174.240.181,107.174.0.0,1,mowster.com
112.109.147.1,112.109.147.1,112.109.0.0,1,fj133165.com
109.231.167.225,109.231.167.226,109.231.0.0,2,techcomnet.cz
108.167.176.100,108.167.176.100,108.167.0.0,1,ideadinamica.it
109.26.76.150,109.26.76.150,109.26.0.0,1,gaoland.net
104.223.14.127,104.223.18.2,104.223.0.0,900,quadranet.com
1.114.224.250,1.114.224.253,1.114.0.0,4,bbtec.net
103.75.148.94,103.75.148.94,103.75.0.0,1,loopnet.com.np
109.188.128.135,109.188.128.135,109.188.0.0,1,initekgroup.com
101.0.62.222,101.0.62.222,101.0.0.0,1,62-222.com
109.120.143.247,109.120.144.21,109.120.0.0,31,datapoint.ru
110.50.115.224,110.50.115.224,110.50.0.0,1,haze-net.jp
111.190.165.3,111.190.165.8,111.190.0.0,6,bbtec.net
107.1.83.126,107.1.83.126,107.1.0.0,1,comcastbusiness.net
104.238.173.208,104.238.173.209,104.238.0.0,2,vultr.com
108.161.192.135,108.161.192.135,108.161.0.0,1,opportunityemails.com
110.142.45.110,110.142.45.110,110.142.0.0,1,gaingroup.com.au
107.152.238.84,107.152.238.84,107.152.0.0,1,haunchs.info
111.189.252.121,111.189.252.122,111.189.0.0,2,bbtec.net
100.42.32.165,100.42.32.166,100.42.0.0,2,kywimax.com
104.131.157.88,104.131.157.88,104.131.0.0,1,serverhub.com
109.64.181.1,109.64.181.254,109.64.0.0,254,bezeqint.net
103.246.17.221,103.246.17.221,103.246.0.0,1,packetlove.com
109.107.106.103,109.107.106.103,109.107.0.0,1,montealbo.com
103.84.155.221,103.84.155.221,103.84.0.0,1,178145.xyz
109.96.23.85,109.96.23.85,109.96.0.0,1,maroza.ro
1.115.97.11,1.115.97.13,1.115.0.0,3,bbtec.net
101.99.90.228,101.99.90.230,101.99.0.0,3,kamon.la
103.217.93.80,103.217.93.80,103.217.0.0,1,imedicimaging.com
111.191.242.225,111.191.242.227,111.191.0.0,3,bbtec.net
109.144.55.63,109.144.55.63,109.144.0.0,1,bt.net
108.174.199.24,108.174.199.24,108.174.0.0,1,hostwindsdns.com
1.115.109.242,1.115.109.242,1.115.0.0,1,bbtec.net
110.145.49.85,110.145.49.86,110.145.0.0,2,telstra.net
102.67.178.10,102.67.178.15,102.67.0.0,6,echosp.link
101.100.215.26,101.100.215.26,101.100.0.0,1,alliantzfp.com
107.7.244.1,107.7.244.254,107.7.0.0,254,earthlinkbusiness.net
108.195.134.113,108.195.134.113,108.195.0.0,1,eastvalebanners.com
107.20.231.41,107.20.231.43,107.20.0.0,3,amazonaws.com
109.192.14.14,109.192.14.14,109.192.0.0,1,convergo.de
103.14.178.16,103.14.178.17,103.14.0.0,2,integralepochpavilion.com
111.189.162.67,111.189.162.71,111.189.0.0,5,bbtec.net
111.90.145.95,111.90.145.95,111.90.0.0,1,go2.com.my
108.4.219.1,108.4.219.1,108.4.0.0,1,verizon-gni.net
104.237.141.55,104.237.141.55,104.237.0.0,1,cloudezapp.io
109.117.149.16,109.117.149.17,109.117.0.0,2,vodafone.it
107.26.100.41,107.26.100.69,107.26.0.0,29,spcsdns.net
1.112.240.81,1.112.240.81,1.112.0.0,1,bbtec.net
109.239.50.35,109.239.50.35,109.239.0.0,1,tu-regensburg.de
108.163.201.88,108.163.201.119,108.163.0.0,32,singlehop.net
101.178.211.162,101.178.211.162,101.178.0.0,1,telstra.net
111.87.254.233,111.87.254.234,111.87.0.0,2,kddi.ne.jp
104.248.223.192,104.248.223.192,104.248.0.0,1,
107.7.238.1,107.7.238.254,107.7.0.0,254,earthlinkbusiness.net
103.74.123.97,103.74.123.121,103.74.0.0,25,bkns.vn
108.45.70.2,108.45.70.254,108.45.0.0,253,verizon.net
102.141.160.13,102.141.160.13,102.141.0.0,1,102-141-160-13.in-addr.arpa
1.9.24.119,1.9.24.119,1.9.0.0,1,pmp.com.my
110.143.212.170,110.143.212.170,110.143.0.0,1,telstra.net
110.175.251.111,110.175.251.171,110.175.0.0,61,tpgi.com.au
109.124.132.96,109.124.132.106,109.124.0.0,11,a3fiber.se
107.189.6.62,107.189.6.62,107.189.0.0,1,keycars.gr
110.45.143.145,110.45.143.145,110.45.0.0,1,fk0357.com
110.143.27.27,110.143.27.27,110.143.0.0,1,telstra.net
104.39.129.47,104.39.129.47,104.39.0.0,1,psu.edu
111.189.160.92,111.189.160.92,111.189.0.0,1,bbtec.net
109.132.60.120,109.132.60.132,109.132.0.0,13,belgacom.be
111.221.47.8,111.221.47.8,111.221.0.0,1,ascenz.com
